Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
05/13/2020,04/18/2020,04/18/2020,By week,Utah,Week-ending,,386,1.01,20,,0,22,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Utah,Week-ending,13,398,1.12,16,,0,26,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Utah,Week-ending,,336,0.94,11,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Utah,Week-ending,0,115,0.32,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Vermont,Week-ending,0,105,0.85,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Vermont,Week-ending,0,112,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Vermont,Week-ending,0,126,1.11,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Vermont,Week-ending,0,107,0.94,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Vermont,Week-ending,0,137,1.31,12,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,Vermont,Week-ending,0,134,0.91,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,Vermont,Week-ending,0,140,1.28,11,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Vermont,Week-ending,,134,1.14,10,,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Vermont,Week-ending,,106,0.93,14,,0,21,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Vermont,Week-ending,,146,1.24,13,,0,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Vermont,Week-ending,,109,0.91,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Vermont,Week-ending,,128,1.13,11,,0,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Vermont,Week-ending,11,120,1.06,,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Vermont,Week-ending,,96,0.92,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Vermont,Week-ending,0,53,0.58,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Virginia,Week-ending,0,"1,419",1,73,0,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Virginia,Week-ending,0,"1,521",1.04,62,0,11,73,
05/13/2020,02/15/2020,02/15/2020,By week,Virginia,Week-ending,0,"1,376",0.99,58,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Virginia,Week-ending,0,"1,437",1.03,71,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Virginia,Week-ending,0,"1,382",0.98,63,0,17,80,
05/13/2020,03/07/2020,03/07/2020,By week,Virginia,Week-ending,0,"1,471",1.07,73,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,Virginia,Week-ending,,"1,417",1.04,64,0,18,83,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Virginia,Week-ending,,"1,438",1.03,70,,,79,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Virginia,Week-ending,25,"1,497",1.11,98,,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Virginia,Week-ending,48,"1,430",1.05,102,20,,136,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Virginia,Week-ending,87,"1,575",1.17,132,29,,193,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Virginia,Week-ending,159,"1,481",1.14,128,54,,235,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Virginia,Week-ending,143,"1,422",1.11,107,43,,208,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Virginia,Week-ending,126,"1,201",0.93,103,51,,179,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Virginia,Week-ending,24,519,0.41,20,,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Washington,Week-ending,0,"1,195",1.02,71,0,,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Washington,Week-ending,0,"1,165",0.98,69,0,,76,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Washington,Week-ending,0,"1,173",0.97,84,0,11,95,
05/13/2020,02/22/2020,02/22/2020,By week,Washington,Week-ending,0,"1,108",0.95,66,0,,71,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Washington,Week-ending,,"1,129",0.96,79,,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,Washington,Week-ending,19,"1,198",1.04,98,13,16,119,
05/13/2020,03/14/2020,03/14/2020,By week,Washington,Week-ending,26,"1,156",1,88,16,,106,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Washington,Week-ending,59,"1,208",1.02,118,25,16,167,
05/13/2020,03/28/2020,03/28/2020,By week,Washington,Week-ending,115,"1,280",1.16,163,56,,229,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Washington,Week-ending,150,"1,277",1.11,157,81,,234,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Washington,Week-ending,133,"1,272",1.14,133,78,0,188,
05/13/2020,04/18/2020,04/18/2020,By week,Washington,Week-ending,101,"1,197",1.11,116,55,,166,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Washington,Week-ending,65,"1,066",1.03,76,28,0,113,
05/13/2020,05/02/2020,05/02/2020,By week,Washington,Week-ending,17,505,0.46,33,,,42,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Washington,Week-ending,0,32,0.03,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,West Virginia,Week-ending,0,469,1,30,0,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,West Virginia,Week-ending,0,476,1.03,34,0,,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,West Virginia,Week-ending,0,471,1.01,35,0,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,West Virginia,Week-ending,0,461,1.06,25,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,West Virginia,Week-ending,0,448,0.99,41,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,West Virginia,Week-ending,0,481,1.06,29,0,,36,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,West Virginia,Week-ending,0,468,1.02,35,0,,43,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,West Virginia,Week-ending,0,465,0.98,35,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,West Virginia,Week-ending,,473,1,26,0,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,West Virginia,Week-ending,,413,0.9,39,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,West Virginia,Week-ending,,425,0.92,41,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,West Virginia,Week-ending,,230,0.53,14,,0,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,West Virginia,Week-ending,,95,0.23,11,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,West Virginia,Week-ending,,,0.01,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,West Virginia,Week-ending,0,0,0,0,0,0,0,
05/13/2020,02/01/2020,02/01/2020,By week,Wisconsin,Week-ending,0,"1,175",1.05,64,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Wisconsin,Week-ending,0,"1,050",0.94,53,0,,58,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Wisconsin,Week-ending,0,"1,123",1.04,75,0,12,87,
05/13/2020,02/22/2020,02/22/2020,By week,Wisconsin,Week-ending,0,"1,156",1.12,57,0,14,71,
05/13/2020,02/29/2020,02/29/2020,By week,Wisconsin,Week-ending,0,"1,132",1.09,54,0,16,70,
05/13/2020,03/07/2020,03/07/2020,By week,Wisconsin,Week-ending,0,"1,111",1.05,62,0,15,77,
05/13/2020,03/14/2020,03/14/2020,By week,Wisconsin,Week-ending,0,"1,103",1.05,56,0,32,88,
05/13/2020,03/21/2020,03/21/2020,By week,Wisconsin,Week-ending,,"1,106",1.03,71,,19,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Wisconsin,Week-ending,18,"1,137",1.11,73,,13,103,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Wisconsin,Week-ending,74,"1,210",1.15,89,10,,160,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Wisconsin,Week-ending,72,"1,145",1.09,75,14,,140,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Wisconsin,Week-ending,69,"1,109",1.1,50,,,111,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Wisconsin,Week-ending,43,959,0.96,52,,0,92,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Wisconsin,Week-ending,31,846,0.84,36,,0,65,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Wisconsin,Week-ending,,351,0.34,13,,0,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/01/2020,02/01/2020,By week,Wyoming,Week-ending,0,94,1.06,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Wyoming,Week-ending,0,97,1.06,13,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Wyoming,Week-ending,0,75,0.8,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Wyoming,Week-ending,0,101,1.17,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Wyoming,Week-ending,0,100,1.11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,Wyoming,Week-ending,0,80,0.83,10,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,Wyoming,Week-ending,0,85,0.91,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Wyoming,Week-ending,0,117,1.26,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Wyoming,Week-ending,0,87,1.01,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Wyoming,Week-ending,0,121,1.38,10,0,0,10,
05/13/2020,04/11/2020,04/11/2020,By week,Wyoming,Week-ending,,101,1.22,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Wyoming,Week-ending,,84,0.98,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Wyoming,Week-ending,,83,1.05,10,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Wyoming,Week-ending,0,46,0.53,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Wyoming,Week-ending,0,17,0.18,0,0,0,0,
05/13/2020,02/01/2020,02/01/2020,By week,Puerto Rico,Week-ending,0,573,0.93,75,0,,80,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/08/2020,02/08/2020,By week,Puerto Rico,Week-ending,0,574,0.95,88,0,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/15/2020,02/15/2020,By week,Puerto Rico,Week-ending,0,544,0.9,75,0,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/22/2020,02/22/2020,By week,Puerto Rico,Week-ending,0,477,0.83,67,0,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,02/29/2020,02/29/2020,By week,Puerto Rico,Week-ending,0,367,0.6,52,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/07/2020,03/07/2020,By week,Puerto Rico,Week-ending,0,333,0.56,55,0,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/14/2020,03/14/2020,By week,Puerto Rico,Week-ending,0,409,0.71,47,0,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/21/2020,03/21/2020,By week,Puerto Rico,Week-ending,,548,0.96,79,,,82,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,03/28/2020,03/28/2020,By week,Puerto Rico,Week-ending,11,499,0.92,76,,,81,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/04/2020,04/04/2020,By week,Puerto Rico,Week-ending,18,447,0.82,68,,0,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/11/2020,04/11/2020,By week,Puerto Rico,Week-ending,19,462,0.86,68,,0,78,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/18/2020,04/18/2020,By week,Puerto Rico,Week-ending,16,400,0.76,51,,,61,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,04/25/2020,04/25/2020,By week,Puerto Rico,Week-ending,14,284,0.52,39,,,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/02/2020,05/02/2020,By week,Puerto Rico,Week-ending,,138,0.26,21,,,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
05/13/2020,05/09/2020,05/09/2020,By week,Puerto Rico,Week-ending,,35,0.06,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
